Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
194405,   7.4232,   3.1303,  11.8250,   6.5096,   8.7973,   4.8092,   5.4251,   6.3851,   5.7076,   8.2291,   6.0468,   7.2857,   7.6451,   5.7606,   8.9116,   4.7283,   5.7156,   5.6759,   8.7231,   7.9632,   4.4244,   4.6415,   4.5694,   4.4676,   6.9633
194406,  25.5976,  14.4410,  11.0699,  14.4963,  15.8966,  12.0914,  12.6863,   4.9598,   7.8804,   9.3372,   5.5230,   8.6611,   9.6634,   9.5558,  10.0834,   6.5495,   7.9801,   7.8127,  13.7934,   9.9768,   5.5149,   3.6637,   3.3282,   5.8671,   5.2524
194407,  -4.2234,  -2.3762,  -0.7855,   0.7928,  -3.6020,  -0.6721,   0.0076,  -2.3508,  -2.5122,   2.2596,  -0.1106,  -0.6887,  -0.6024,  -1.4012,  -3.0917,   0.0808,  -1.2900,  -1.1727,  -2.6761,  -0.4568,  -1.9723,  -1.5467,  -1.1842,  -1.1006,  -0.5295
194408,   7.9502,   2.4903,   2.0055,   2.7694,   2.7940,   2.7443,   4.2950,   4.5304,   4.8100,  -1.8576,   2.8391,   4.4415,   3.8456,   3.4923,   2.8480,   0.6855,   3.1993,   2.7232,   3.7840,   1.1102,   1.7379,   0.2024,   1.9978,   1.1625,   0.1025
194409,  -2.3059,   2.4103,   2.9529,   0.1996,  -0.1745,   2.6717,  -0.3353,  -1.4869,  -0.1216,   0.7840,   0.7294,   0.8961,  -1.1596,   2.0701,   0.5161,  -0.1871,  -1.0666,  -0.1504,   1.7166,  -0.6282,   0.4840,  -0.3351,   0.0711,  -0.2440,   0.1527
194410,  -0.2293,   1.3302,   1.1239,   0.3051,   0.5199,  -1.1329,   0.5979,   0.8242,   0.6027,  -1.0299,  -1.2861,   1.2811,   0.0226,  -0.9322,  -0.2934,  -0.1914,  -0.7969,  -0.6313,   0.4472,  -1.0980,  -0.2982,   0.9371,   1.2936,  -0.2817,   0.8241
194411,   2.5293,  -0.8189,   2.9322,   4.7322,   1.8519,   2.3255,   1.4676,   3.4310,   3.1745,   4.3344,   0.4752,   2.6088,   1.3272,   1.6997,   3.6847,   1.6258,   2.2199,   2.4844,   4.7806,   1.5505,   1.0686,   1.6719,   2.1041,   2.5050,   3.8827
194412,   2.6355,   2.2269,   6.5294,   7.0662,  15.5942,   6.9833,   5.3975,   7.5938,   6.7908,  13.2076,   5.2757,   7.9706,   5.8869,   5.4206,  11.2180,   3.3480,   4.9310,   5.5565,   6.5141,  12.1700,   2.1536,   3.1555,   4.9888,   4.5483,  11.8035
194501,  19.5040,   5.6074,   6.0942,   4.7394,   3.7643,   4.8341,   3.7391,   5.1232,   7.0725,   3.0428,   4.0797,   4.3168,   3.8475,   3.3517,   4.7721,   2.8509,   3.1495,   2.9496,   1.6220,   3.5428,   1.0247,   0.7403,   3.0737,   5.8753,   1.1586
194502,   6.6349,   4.7196,   9.4887,   7.7696,  11.1082,   7.3177,   7.4511,  10.5928,   7.7075,  12.5593,   6.6889,   5.7622,   9.2252,   9.1012,  10.3352,   6.7620,   6.4722,   7.0236,  10.7741,  14.3486,   5.2451,   5.1824,   5.0937,   7.5751,   8.8370
194503,  -8.0209,  -6.9837,  -9.1488,  -8.2473, -11.8240,  -4.0923,  -5.3793,  -6.9790,  -4.3641,  -1.7605,  -4.2053,  -5.8084,  -5.3445,  -6.0171,  -7.5475,  -3.9851,  -3.8538,  -3.4733,  -5.0282,  -4.9147,  -3.8402,  -2.7350,  -3.7985,  -5.5381,  -3.6548
194504,   3.1795,   8.0732,   9.6619,   8.6332,   8.6042,   6.5909,   7.1413,   9.9301,   8.3917,  14.4949,   8.7082,  10.2203,   6.8546,   8.3820,  12.3224,   6.9111,   8.7315,   7.7885,   7.7788,  12.7892,   7.6007,   6.1136,   7.8662,   8.4867,  11.0384
194505,   2.3081,   9.1655,   3.7191,   2.4102,   6.1562,   3.7041,   2.2608,   1.0892,   2.3720,   7.0055,   0.5006,   0.9243,   3.1892,   4.6444,   2.2301,   2.4287,   0.8717,   3.3273,   1.0370,   3.2654,   1.6437,   2.0504,   0.8105,  -0.2952,   1.5367
194506,  16.5883,   2.1723,   4.8189,   6.3893,  15.0349,   9.1223,   0.0947,   0.7850,   1.4630,   6.4775,   1.6407,   2.0089,   0.5682,   2.6665,   5.1638,  -0.6992,   0.2319,   1.1505,   3.2976,  11.4043,  -2.0803,   0.2198,   0.8346,   1.5225,   2.0752
194507,  -2.9134,  -3.6107,  -4.3421,  -3.6459,  -4.8623,  -1.5254,  -4.1676,  -4.0284,  -3.4130,  -5.9044,  -4.2250,  -2.4866,  -3.6756,  -3.9698,  -7.0836,  -1.0172,  -4.3857,  -1.5426,  -4.2217,  -5.3240,  -1.3801,   0.1763,  -3.1378,  -2.0244,  -4.5359
194508,  -1.4741,  11.5100,   7.9586,   5.0007,   5.3715,   5.2701,   7.6779,   7.1585,   6.4034,   5.0593,  10.0964,   6.5944,   8.4752,   7.2950,   2.6125,   6.4395,   9.2290,   9.3329,   6.3425,   1.0922,   8.9008,   4.9673,   4.2454,   2.4380,   2.5879
194509,  14.1269,   7.9373,   3.1939,   7.0275,   7.3105,   3.5014,   8.3012,   6.9938,   7.0208,   8.1378,   6.5535,   6.3567,   6.3248,   7.5610,   5.2790,   4.4530,   6.9869,   5.7934,   6.0060,  10.0510,   5.0524,   2.3957,   3.8936,   5.0469,   5.7790
194510,  16.0256,   9.9286,  11.0212,  12.6713,   8.7757,   6.4345,   6.2969,   5.9257,   5.7707,   5.7248,   5.1313,   3.2077,   6.3381,   5.4750,   5.4746,   4.5467,   3.1074,   6.0328,   5.5760,   6.8242,   2.0864,   3.0402,   5.5357,   7.1791,   4.3259
194511,   8.7687,   9.8729,  13.9334,  13.2380,  11.7481,  13.6008,   7.7774,   7.2844,  13.1046,   9.6642,   7.2277,  11.7437,   6.2731,   9.3584,   8.7655,   7.4942,  10.5157,   8.6752,  10.7776,  17.0252,   2.1188,   3.4723,   5.1611,   5.4913,   9.1421
194512,   6.2425,   2.5421,   4.7947,   3.1607,   3.2963,   5.0776,   5.4329,   3.1640,   3.5036,   3.1432,   2.3134,  -0.1090,   1.9979,   4.8220,  -0.7104,   2.1873,   2.5120,   2.4484,   2.9380,  -0.0090,   1.7645,   0.8841,   1.3742,  -0.8794,  -1.0358
194601,  33.9986,  10.0673,  12.0024,  11.8872,  16.8278,   7.4302,   9.0660,   7.7491,   8.0629,  12.5573,   5.9146,   9.2709,   6.5732,   5.3770,  15.4363,   5.0633,   8.3866,   9.1751,   7.2239,   9.6479,   6.1447,   4.2340,   4.2500,   6.4878,   7.8356
194602,  -5.0543, -10.3892,  -6.4057,  -6.7158,  -6.0482,  -5.0368,  -6.3735,  -7.1985,  -6.2501,  -7.6333,  -6.5950,  -6.2202,  -5.8801,  -8.4940,  -9.6958,  -5.1237,  -6.1424,  -5.3310,  -6.8742,  -7.1299,  -5.8644,  -4.2409,  -5.0480,  -6.6972,  -7.6093
194603,  -4.3296,   3.2412,   4.9702,   4.2398,   3.6762,   3.6889,   8.3929,   5.4569,   8.2013,   4.1466,   6.9611,   8.2728,   8.5979,   8.3944,   5.3111,   9.1638,   8.4283,   8.2692,   6.1873,   4.9670,   4.5901,   4.3555,   8.3886,   7.5389,   3.8128
194604,   2.8650,   5.7814,  15.7983,   6.6675,   6.4882,   4.2574,   8.6748,   7.5869,   6.7879,   7.6425,   3.9039,   5.4790,   5.5171,   6.6841,   3.6809,   6.3645,   3.7629,   7.7902,   2.7345,   1.2755,   3.4075,   4.0711,   5.3817,   5.7387,   1.8983
194605,   9.0811,   7.7683,   4.7016,   2.0742,   6.8251,   6.1950,   4.9088,   6.0666,   4.0781,   8.8830,   5.2577,   7.8351,   7.5396,   5.7564,   4.4623,   5.1398,   4.2803,   5.1211,   7.7900,  10.5239,   2.5552,   4.0468,   1.9027,   5.6857,   5.6884
194606,  -6.0324,  -4.3313,  -5.7861,  -4.3497,  -6.0094,  -4.1643,  -5.6267,  -5.2794,  -5.4951,  -5.9266,  -5.4061,  -5.5237,  -4.6514,  -6.3361,  -4.7936,  -5.4327,  -6.2349,  -5.4733,  -6.2347,  -5.2831,  -4.3054,  -2.4387,  -1.0591,  -5.6178,  -2.7736
194607,  -6.6808,  -6.7544,  -4.2536,  -3.2959,  -6.5250,  -4.5315,  -5.0881,  -3.6095,  -4.1690,  -4.6159,  -5.2803,  -2.3870,  -4.5286,  -3.2990,  -4.5880,  -3.7857,  -2.2729,  -4.0552,  -3.9459,  -6.2546,  -2.1116,  -4.2581,  -1.6571,  -1.3039,  -2.3343
194608,  -9.5514,  -8.7293,  -9.4731,  -7.6864,  -9.1387,  -7.2810,  -7.9994,  -8.3145,  -8.3405,  -7.9954,  -9.0715,  -8.0512,  -7.1774,  -6.5170,  -8.4590,  -6.6530,  -6.2518,  -6.5722,  -5.5585,  -9.1800,  -5.9585,  -6.6677,  -6.6398,  -5.0074,  -6.7012
194609, -16.0183, -18.3069, -15.1062, -15.1498, -18.3059, -14.3126, -13.5513, -13.7109, -13.0959, -16.0370, -13.6494, -11.8575, -12.9116, -11.9051, -14.7687, -11.1636, -10.0517, -14.1085,  -8.8195, -16.3262,  -9.8048,  -8.8075,  -6.3970,  -8.3222, -13.0168
194610,  -4.0674,  -3.6252,   1.5945,  -1.5394,   0.2542,  -3.7160,  -2.5840,  -1.1005,  -0.8291,  -0.5615,  -1.7331,  -2.5176,  -3.0338,  -0.3708,   0.8598,  -3.5478,  -1.0153,  -2.1624,  -0.9985,   2.9259,  -2.3752,  -2.6238,  -3.4096,   0.2333,   0.8258
194611,  -2.8734,   0.9632,  -2.7098,  -1.9121,   0.3594,  -4.9377,   0.1011,  -0.3318,  -0.6959,   1.9335,   0.8184,   0.5369,   1.4142,  -0.7788,   2.2388,   1.7536,   0.1887,   1.2239,  -0.7705,   0.8567,  -0.2505,  -0.1357,   0.3032,   0.8629,  -0.6487
194612,   1.6961,   8.4525,   3.5099,   3.2897,   3.0843,   4.3069,   6.8917,   4.0266,   4.7508,   3.8911,   5.4658,   4.4620,   6.0754,   7.0827,   3.3029,   7.5710,   5.5190,   8.2144,   2.9245,   4.3078,   5.2999,   6.2626,   4.0180,   4.4182,   3.7117
194701,   5.8810,   5.8197,   3.0498,   5.0174,   5.1358,   6.7235,   2.4403,   3.0591,   1.9404,   4.2999,   0.9645,   2.7387,   2.3130,   0.3723,   4.5317,  -1.6983,   0.6850,   1.5766,   3.2928,   1.8999,   2.3791,  -0.1498,   1.3249,  -0.5455,   1.3368
194702,   1.0734,  -2.0308,  -0.9634,   0.9634,   0.2950,  -2.6037,  -0.0421,   1.6353,  -1.2193,   1.2086,  -1.5730,  -1.4568,  -1.3630,  -0.7962,   0.7970,  -1.9724,  -0.8759,  -2.0923,  -1.8071,   0.1825,   0.6994,  -0.4708,  -1.5480,  -1.5705,  -2.5384
194703,  -5.2469,  -4.4706,  -5.0587,  -4.6179,  -1.7482,  -4.5143,  -4.2726,  -3.5038,  -2.5581,  -3.0744,  -2.1773,  -2.7408,  -2.7188,  -1.2567,  -2.4666,  -0.5391,  -1.2785,  -2.7214,  -0.7607,  -2.6732,  -1.7298,  -2.1434,  -2.0692,   0.5674,  -1.9440
194704, -11.2715,  -9.7146,  -9.8503,  -9.2323,  -9.3417,  -9.5420,  -6.3312,  -8.0962,  -9.4136,  -8.8137,  -9.1858,  -8.5365,  -7.6576,  -6.5439,  -6.5509,  -6.6362,  -6.4979,  -7.3551,  -8.6071,  -8.0751,  -4.7241,  -5.2982,  -2.3966,  -2.7877,  -3.7910
194705,  -6.2340,  -7.0371,  -7.2637,  -5.1160,  -5.6548,  -7.0169,  -4.2870,  -4.3035,  -3.3823,  -1.8355,  -4.5966,  -3.0026,  -4.4382,  -2.5006,  -3.7822,  -3.0845,  -3.7327,  -1.1483,  -4.3980,  -2.5896,  -0.8517,   0.0561,  -1.2118,   1.9208,  -2.1141
194706,   7.0508,   3.2012,   7.7985,   2.8755,   6.3072,   4.0456,   5.2587,   5.4914,   6.0728,   4.7496,   3.6574,   5.5648,   5.9345,   6.0437,   5.5191,   7.1403,   6.4085,   5.4224,   4.9648,   6.0849,   6.1342,   7.3054,   0.7461,   6.0612,   4.3829
194707,  10.1720,   7.9815,   7.9090,   5.1505,   8.9759,   4.7011,   6.7416,   5.7606,   6.3556,   8.2041,   6.1750,   3.9820,   8.2471,   7.0233,   7.0475,   3.8691,   3.9594,   8.0316,   4.7550,   9.9725,   3.3851,   3.7332,   2.6415,   3.5065,   7.2487
194708,  -2.5053,  -3.1824,  -3.4218,  -1.3391,  -2.1522,  -2.3896,  -1.1785,  -1.8429,  -0.6377,  -1.5516,  -0.0710,  -1.5006,  -1.7986,  -1.5547,  -0.9009,  -1.3108,  -1.2147,  -3.0079,  -1.8885,  -1.9194,  -1.7635,  -1.7800,  -1.4499,  -0.9952,  -2.9698
194709,   1.1831,   0.5273,  -0.6959,  -0.1821,   2.8761,  -0.7667,   1.8544,   0.7901,   0.8401,   3.2507,   0.8245,  -1.3881,   0.8083,   1.3835,   2.0228,  -0.8038,  -0.7949,   2.5240,   2.2641,   0.8991,  -0.5685,  -0.8008,  -1.3779,  -0.3463,  -0.5747
194710,   2.4823,   5.6887,   7.9053,   4.2628,   2.4256,   3.1629,   3.2375,   2.8569,   4.3850,   3.1104,   5.6738,   3.2501,   3.6763,   4.4968,   0.8562,   3.2488,   2.7028,   4.1814,   1.6208,  -0.0823,   1.7815,   4.2621,   2.4239,   2.5916,   3.5963
194711,  -4.7700,  -5.9517,  -3.7439,  -2.0511,  -1.7650,  -5.1403,  -3.3608,  -2.6213,  -3.9404,  -2.8877,  -2.6224,  -3.7135,  -2.8305,  -2.9225,  -1.9269,  -2.8614,  -2.5012,  -1.9088,  -1.8537,  -3.9363,  -1.7221,  -1.6754,  -1.3706,  -2.2434,  -1.4663
194712,  -3.4810,   3.8230,  -1.7511,   0.0649,   4.8175,  -1.2038,   1.4529,   1.4696,  -0.5450,   6.6680,   1.5727,   4.1433,   0.3330,   2.4488,   2.9657,   4.6743,   2.9990,   1.1217,   0.6100,   3.5456,   1.6615,   3.6142,   3.6972,   4.6859,   7.4974
194801,   2.4166,  -1.1871,  -2.4255,  -1.1914,   1.3863,  -3.2770,  -1.8200,  -3.2246,  -1.1851,  -0.1017,  -3.8963,  -3.7574,  -2.1918,  -3.8769,  -0.1574,  -3.1748,  -3.7891,  -3.3746,   0.6247,   0.2657,  -4.8956,  -4.3453,  -4.3027,  -3.3532,  -4.2191
194802,  -8.7491,  -6.9237,  -7.8765,  -6.9336,  -6.4926,  -7.1318,  -6.0142,  -7.0624,  -5.5425,  -7.1702,  -4.9266,  -7.6789,  -6.3122,  -6.7487,  -5.0034,  -5.3645,  -5.4884,  -2.9033,  -6.7230,  -6.6565,  -4.5961,  -4.7793,  -2.7899,  -4.1307,  -3.8117
194803,  14.4194,   8.1051,  10.0796,   9.9549,  10.9561,   5.3771,   6.5976,   8.8610,  10.1342,  13.0369,   6.7310,   6.9834,  11.2787,  11.2669,  11.7289,   9.0268,   8.2330,   8.3193,  10.8096,  13.2224,   7.3012,  10.5885,   6.2190,   8.6600,  10.5421
194804,  -0.3883,   5.6884,   1.5523,   5.1455,   5.5509,   4.4825,   1.5382,   0.7690,   5.3061,   5.3897,   2.4456,   2.4277,   2.4111,   2.8537,   3.8353,   5.1159,   3.7119,   6.9729,   1.5095,   7.0953,   1.9796,   2.9276,   4.8224,   3.9122,   7.7928
194805,  13.1727,  11.3782,  13.4830,   5.9738,   8.2359,   8.3409,   9.1804,  10.2660,   8.3001,   7.7016,   8.7529,   8.3376,  10.1989,  10.5046,   7.0086,   5.4463,   7.9721,   8.3794,   6.9665,   8.6179,   8.6767,   9.4087,   5.1049,   6.0427,   7.6605
194806,  -4.6273,   1.0036,  -2.1961,  -0.2548,   0.5482,  -4.1788,  -1.7551,  -2.0192,  -1.6674,   4.0177,  -1.2681,  -1.1768,  -4.1596,  -2.2527,  -0.0615,  -1.2108,  -0.3187,  -1.8994,  -3.0347,  -0.4431,  -0.4512,  -0.7877,   1.3939,   0.1449,   2.8745
194807,  -7.2728,  -5.1509,  -7.8412,  -5.8501,  -4.5589,  -5.8191,  -3.9040,  -4.5505,  -4.7642,  -3.6650,  -4.2097,  -4.9107,  -5.3458,  -6.3167,  -6.2649,  -5.9023,  -4.6923,  -4.9618,  -5.4096,  -2.6389,  -5.1498,  -6.2711,  -3.7268,  -4.7370,  -5.3409
194808,  -5.2481,  -2.2830,  -0.4202,  -2.0189,  -0.7723,  -0.9163,  -0.9690,   0.0741,  -0.4775,  -0.1325,  -1.1120,   1.6000,   0.6384,  -0.0971,   0.7646,  -0.0355,  -0.1822,   1.2704,   0.7037,  -0.5485,   1.1105,  -0.3423,  -0.1023,  -0.6426,   1.3294
194809,  -3.7410,  -6.1751,  -3.2657,  -5.7448,  -5.6526,  -1.0633,  -2.7103,  -3.7978,  -3.8940,  -5.6837,  -3.4846,  -4.9315,  -4.1823,  -3.4493,  -5.7754,  -4.3438,  -2.7145,  -3.8979,  -5.1614,  -5.5607,  -2.4419,  -3.5723,  -0.8993,  -4.0060,  -2.8240
194810,   2.4150,   3.5569,   5.3422,   5.0410,   5.3203,   2.5478,   4.1009,   5.6250,   4.3935,   7.4488,   3.8728,   5.5345,   5.4349,   4.4470,   3.9545,   5.2638,   5.1821,   6.1779,   6.5511,   6.2671,   6.4174,   8.3917,   4.2172,   6.0917,   6.5098
194811, -13.5641, -10.6250, -12.2139, -12.0024, -11.4902,  -9.1279,  -9.2397,  -9.3442, -11.2761, -12.9900,  -9.6232,  -8.9805,  -7.8732, -10.5162, -13.9514,  -8.8315,  -8.3507,  -9.0732, -12.1997, -14.7538,  -8.2861,  -9.6916,  -6.8938, -12.3094, -14.0692
194812,   6.0634,  -3.8534,  -1.7286,  -2.9803,   0.5882,   0.6196,   0.7126,   0.4791,   0.2154,   0.4455,   3.0841,   2.8724,   0.8756,   0.5249,   1.8838,   4.1043,   2.8610,   0.5809,   2.8393,   1.6690,   5.2845,   3.5699,   3.0098,   2.4775,   2.2692
194901,  -1.2356,   5.3985,   5.5448,   2.8503,   4.2926,   1.6222,   1.2111,   0.2133,   2.7722,   2.4632,   0.9318,  -0.6525,   1.1842,   0.1780,   0.5163,   1.2565,   1.4875,   3.5420,  -0.1199,   2.3658,   0.7646,  -1.9070,  -1.5384,   1.1409,   1.7705
194902,  -6.4407,  -3.7834,  -4.6929,  -5.6309,  -3.4464,  -7.9141,  -4.0751,  -4.5076,  -4.8301,  -6.5354,  -2.4182,  -4.6881,  -2.3023,  -3.0795,  -5.9181,  -1.1113,  -2.2761,  -2.3047,  -3.7250,  -3.2696,  -2.5913,  -3.7026,  -1.8758,  -1.7869,  -5.6209
194903,   8.1850,   7.1923,   8.9352,   5.7815,   6.6218,   5.9474,   7.7728,   4.6966,   5.3211,   7.5685,   5.8296,   5.2009,   5.0328,   7.4350,   7.8283,   4.1918,   4.1121,   3.6195,   4.6618,   7.7137,   4.3291,   3.5761,   2.6008,   5.7226,   4.0630
194904,  -2.0212,  -3.1589,  -1.3713,  -3.2142,  -2.9573,  -3.5970,  -1.9563,  -4.1736,  -3.5746,  -3.4435,  -2.0491,  -2.4244,  -3.5681,  -4.8493,  -4.5227,  -2.2614,  -2.4098,  -2.4340,  -4.5155,  -4.3279,  -1.9567,  -0.3973,  -0.8566,  -0.3664,  -2.0919
194905, -11.4845,  -6.9189,  -7.9435,  -6.4222,  -6.0525,  -3.2793,  -5.0165,  -1.7090,  -4.1980,  -6.7068,  -3.4238,  -2.4993,  -1.9784,  -3.7265,  -6.2585,  -1.7369,  -2.3674,  -1.2339,  -3.0657,  -4.6441,  -1.9027,  -3.0863,  -2.3674,  -5.5698,  -5.7929
194906,  -1.6714,  -3.0407,  -0.8775,  -0.1733,  -0.2035,  -2.9728,  -2.2319,  -0.8550,   0.1420,  -1.8471,   1.4056,  -2.6780,  -1.7411,  -0.8783,  -3.8129,   0.6054,  -0.3602,   0.4855,  -1.0105,  -1.3972,   1.1257,   0.1584,   0.8288,  -0.0663,  -3.1749
194907,  11.6984,   5.5529,   5.6198,   5.7821,   4.9325,   4.4390,   7.2539,   6.9249,   8.0195,   5.1044,   7.1691,   7.0413,   6.4055,   7.1846,   6.0954,   6.6747,   5.6553,   7.3879,   4.3881,   6.6792,   5.6218,   4.7345,   5.1613,   5.9538,   7.2057
194908,   3.3537,   3.5004,   1.9423,   3.1215,   1.5194,   1.0940,   3.3071,   2.8778,   2.3916,   1.0232,   3.9628,   1.4599,   4.0421,   1.3693,   3.3044,   2.0438,   2.5013,   2.5610,   0.2781,   4.7212,   2.8950,   2.6936,   3.5725,   2.6129,   2.0008
194909,   9.8387,   0.9251,   5.1368,   3.6608,   3.6304,   4.4848,   4.2981,   4.3364,   5.4213,   5.2653,   4.6658,   4.9261,   3.5886,   4.2157,   4.1945,   4.1790,   4.4054,   3.2091,   3.8583,   6.1563,   2.8446,   2.1520,   3.9802,   3.7634,   4.2442
194910,   8.7318,   3.5274,   6.5627,   6.4386,   4.9009,   6.1405,   4.8277,   2.3821,   4.6825,   2.2850,   3.4167,   4.0098,   2.1368,   3.8686,   5.3909,   2.8728,   2.1094,   4.1013,   0.6210,   1.9289,   3.6597,   3.0257,   2.6557,   3.3635,   2.0617
194911,  -8.9028,   1.5920,  -2.9524,  -0.4437,  -0.9927,  -2.1786,   1.9951,   1.1317,   0.2955,   1.1799,   2.2739,   2.1040,   1.2491,   0.3028,   0.4481,   1.2207,   1.9679,   2.2560,   0.6313,   3.5949,   3.3625,   1.0867,  -0.1101,   0.8289,   2.1295
194912,   6.9434,   8.5119,   7.2619,   7.2648,   8.9706,   5.1034,   6.1273,   7.1020,   6.9746,   9.2707,   6.8362,   7.3090,   6.0789,   8.1910,  12.3633,   5.4031,   5.3238,   6.8495,   6.8012,   7.8768,   5.8914,   3.2760,   2.8713,   4.7977,   7.3646
195001,  13.2058,   3.4670,   6.9472,   4.2903,   6.2767,  10.2123,   5.4498,   4.2369,   2.4014,   4.5307,   3.7478,   5.5337,   3.6127,   2.2207,   6.0184,   0.6499,   2.1855,   2.6860,   2.9222,   8.4343,   0.8710,   0.7733,   2.3247,   1.4479,   5.6445
195002,   3.7068,   5.8539,   3.7126,   3.8200,   0.1647,   2.8173,   2.1317,   2.8215,   2.4714,   0.5654,   1.6354,   1.0118,   1.1768,   0.9852,  -0.2924,   1.3764,   2.2633,   1.7806,   0.5673,   2.2853,   1.9758,   0.7962,   1.2750,   1.1932,   1.3857
195003,  -1.9860,   0.0729,   3.7737,  -2.0741,  -0.0159,  -0.9907,   2.4111,  -0.9368,  -0.9948,  -1.3154,   1.0738,   0.9075,  -0.0914,  -2.2176,  -1.9109,   2.4221,   0.7485,  -0.4290,  -1.0662,  -1.1508,   1.9922,   1.5883,   1.5647,   1.7318,  -0.2297
195004,  10.5149,   3.3077,   8.0555,   5.4764,   7.6815,   8.0140,   5.8777,   5.7587,   4.5477,   7.7289,   3.5931,   4.0570,   5.6309,   6.5101,   9.8225,   3.6191,   1.6041,   4.5427,   4.3841,   3.6250,   5.3667,   2.3729,   3.1949,   3.7269,   4.3014
195005,  -2.1183,   2.6809,  -0.6047,   3.2823,   3.2460,   1.5957,   2.3426,   3.6540,   3.7506,   2.9718,   1.4885,   1.1374,   3.2534,   4.7563,   1.8209,   4.5227,   2.4023,   4.0019,   3.2620,   1.9050,   4.9189,   5.2095,   5.0287,   5.5117,   2.1600
195006, -14.2322, -10.0688, -10.7305,  -8.6575,  -9.8483,  -6.8059,  -6.9535,  -7.2463,  -9.3343,  -9.7584,  -6.5212,  -7.9236,  -5.7834,  -7.7825,  -8.1663,  -7.1374,  -8.2968,  -7.4785,  -5.8783,  -8.4293,  -5.5476,  -4.9520,  -5.9805,  -3.5313,  -7.1951
195007,   5.6249,   2.3805,   5.7705,   8.7547,  12.7027,   0.6715,   1.5937,   4.5592,   6.2505,  14.7267,  -1.8691,  -3.0078,   2.6892,   6.6641,  17.5232,  -1.6602,   0.5357,   5.3711,   8.2891,  16.1530,  -3.9019,  -0.6903,   6.6051,  12.5424,  12.8347
195008,   0.1863,   6.2795,   4.5400,   3.1838,   5.7768,   5.7941,   3.7374,   5.7495,   5.9612,   1.9410,   5.0732,   5.5058,   5.5393,   5.6984,   4.7996,   4.7495,   4.2736,   4.2617,   3.1495,   3.9178,   6.6912,   3.7389,   4.9054,   2.4718,   2.8199
195009,   5.6500,   5.7794,   2.7776,   4.2845,   3.3226,   5.7955,   5.8029,   4.5666,   6.0265,   6.0527,   5.6539,   6.5280,   6.5473,   5.3395,   5.5578,   6.3058,   6.3972,   5.7621,   4.2841,   9.0642,   5.3069,   4.2346,   4.3277,   4.0044,   3.1557
195010,  -4.1951,  -3.1271,   1.3803,  -1.0824,  -0.2123,   2.5950,   0.4036,   0.0048,  -1.0400,   1.3208,   0.2076,  -1.7629,  -0.5607,  -0.7735,   0.9926,  -1.2031,  -1.0819,  -1.9272,   0.5688,  -3.2831,   0.1316,  -0.2257,  -0.8422,  -0.7944,   4.6212
195011,  -1.0465,   2.1920,   1.3475,   1.8542,   5.2656,   0.1554,   0.7910,   2.0345,   2.7045,   8.5994,   0.9474,   1.5355,   2.4299,   2.3503,   8.0996,   2.8930,   3.2258,   2.9185,   5.6331,   8.3122,   2.7038,   1.8008,   4.0465,   4.5728,   2.4540
195012,   8.4945,   7.5895,  11.3394,  12.6026,  14.3921,   9.3866,   5.8746,  10.4326,   8.7249,  14.5149,   3.0755,   3.3908,   6.1844,   8.4620,  14.8439,   4.7301,   3.8510,   8.9052,  10.6577,  12.7533,   3.1073,   5.0633,   5.8774,   9.3622,  10.4230
195101,   8.8104,   9.0665,   8.6946,   6.7981,  11.2710,   5.1790,   8.5215,   5.8881,   8.3747,   9.6766,   6.9722,   7.5468,   6.5321,   9.5918,   9.3654,   6.5185,   7.7742,   6.7428,   6.0550,   9.2662,   4.7304,   3.8590,   7.1016,   5.3906,  10.2315
195102,   1.1488,   0.2086,  -0.5407,   0.9231,   0.1279,   1.7817,   0.7868,   2.2813,  -0.0733,   0.7013,   1.9646,   2.0989,   2.3567,  -0.3950,  -0.7041,   1.3268,   1.0720,   2.7399,   1.3754,   1.5591,   2.5230,   1.7490,   2.2356,   0.0006,  -2.7346
195103,   1.3261,  -4.7958,  -4.6165,  -4.9038,  -6.7455,  -1.9878,  -1.4053,  -3.2888,  -5.6035,  -5.4292,  -1.5207,  -0.6183,  -4.7431,  -5.3086,  -5.3496,  -1.5944,  -1.8934,  -3.8391,  -6.1496,  -5.6597,  -0.5296,  -1.3179,  -2.9725,  -3.4732,  -4.8707
195104,   1.7877,   3.2227,   5.0795,   3.9101,   5.0598,   3.1859,   3.3173,   3.6561,   5.7652,   5.1013,   0.6714,   3.3559,   4.0500,   4.2220,   8.5814,   4.6490,   4.5957,   3.8754,   5.4018,   5.3268,   4.6592,   2.9588,   8.8527,   6.4908,   7.8191
195105,  -4.4813,  -2.6308,  -3.6996,  -4.3719,  -4.0165,  -2.2751,  -2.5076,  -1.8749,  -3.0120,  -4.7793,  -2.3538,  -1.9907,  -2.4939,  -2.2019,  -2.0544,  -1.9751,  -2.0346,  -1.4311,  -2.7329,  -3.6660,  -2.2637,  -1.6736,  -2.2350,  -1.9728,  -4.7383
