Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
193007,   2.6405,   4.0962,  12.9011,   2.8435,   1.2934,   7.8436,   6.3313,   4.9914,   2.8862,   0.8179,   6.2628,   5.7430,   3.3278,   4.8204,   2.8600,   5.7445,   4.5614,   4.0613,   2.3203,  -0.4418,   5.1503,   3.8587,   3.4147,   2.4026,  10.2405
193008,  -9.3290,  -8.5398,  -3.2926,  -5.9680,  -3.6636,  -3.7641,   0.3784,  -0.8875,  -2.6803,  -0.9432,  -2.6558,  -1.2847,  -1.8241,  -1.1936,  -1.1033,   1.4117,  -0.5815,  -1.4286,  -2.5650,   4.9078,   1.3738,  -0.4376,   0.4483,  -1.5645, -24.0437
193009, -30.8037, -33.7274, -29.9790, -19.3383, -19.5708, -14.4077, -14.2594, -14.4433, -15.6804, -19.7007, -12.6977, -14.6166, -12.0333, -15.5330, -21.7125, -12.8516, -14.4169, -13.1091, -12.3893, -21.9445, -12.6150, -11.6709,  -9.3752, -14.6559, -28.0576
193010, -31.8635,  -9.2415,  -6.8098, -14.9920, -10.1433,  -6.1250, -11.4794, -10.3726,  -9.7261,  -8.3386, -13.8209,  -8.9189,  -5.9314, -11.4367, -18.7547, -11.4962,  -9.2923,  -8.2050, -11.4848, -12.5795, -10.0306,  -6.8773,  -6.8661,  -8.7860, -20.0000
193011,  19.7776, -15.4883,  -4.4972,  -1.2823,  -3.7321,  -6.5242,   1.9767,  -3.7353,  -2.5188,  -4.3808,  -0.9718,  -0.4854,  -2.4579,   2.0941,  -5.5072,  -0.7510,   0.7053,  -2.3349,  -5.3992,   2.0773,  -2.4413,  -1.4559,  -4.9502,  -7.3212, -12.5000
193012, -18.3651, -25.1568, -24.3865, -14.2104, -16.9373, -14.2965, -11.3900, -12.9925, -16.5179, -18.6109,  -5.0958,  -9.0286,  -7.6491, -11.5397, -17.5956,  -7.9587,  -9.2379, -11.5567, -10.0210, -16.2478,  -5.4135,  -8.1122,  -7.2986, -10.8463, -30.0000
193101, -23.7063,  22.1097,  15.7748,  16.8375,  19.4220,  13.2320,  11.2384,  12.9729,  14.4569,  15.2454,  11.1029,   8.7442,   9.5172,   8.1815,  18.8467,   7.6222,   6.7085,   5.1261,   8.4684,  11.8036,   4.3521,   4.6280,   7.6666,  17.0431,  34.6939
193102,  17.7692,  20.6779,  48.6609,  23.9869,  23.7275,   9.7005,  11.0540,  10.7717,  11.5623,  15.4724,  15.3071,  14.5469,  12.7887,  10.7057,  12.5929,  13.1132,  11.6408,   8.4028,   6.8454,  17.0764,  13.9055,   9.0614,   5.0416,   7.1083,  42.4242
193103,  -7.7882,   0.7521,  -1.7800,  -4.3242,  -8.7714,  -1.5484,  -8.4131,   4.2981,  -5.6663,   1.3997,  -0.6672,  -7.3831,  -4.0039,  -5.1014, -12.6798,  -6.7898,  -6.4191,  -8.5238, -11.2228,  -0.3388,  -3.7091,  -8.3197,  -9.6583, -11.0548, -19.6809
193104, -15.3550, -25.6785, -23.8191, -14.8757, -16.1929, -16.6512, -17.3893, -11.8188, -14.5941, -20.9237, -11.8992, -13.9425, -12.9780, -18.0338, -17.6793, -13.5875, -10.7985, -15.5997, -12.5160,  -4.2043,  -9.0168,  -8.2543, -10.5875, -10.3096, -23.8411
193105,  -8.5388,   1.2585, -15.8782, -11.6179, -15.9786,  -7.6612,  -8.2087,  -5.7563, -11.1129, -12.0153, -16.6876, -12.9254,  -9.4183, -13.0784, -16.4866, -10.8252, -12.2155, -16.6608, -26.8803, -25.9812, -11.5773, -11.3412, -17.9126, -18.4091, -22.6087
193106,  20.8367,   6.8787,  14.0651,  15.2672,  17.8916,   9.5076,   8.2836,   1.3835,  12.3569,  21.1110,  13.8253,  11.3144,   7.7567,  18.5601,  28.2694,  14.8417,  14.8933,  19.0635,  33.0049,  25.4006,  12.7865,  13.9683,  15.2704,  22.1221,  40.4494
193107,  -6.3445, -11.4113,  -9.6939,  -7.0474,  -5.3213,  -5.2584,  -5.3039,  -7.4328,  -6.1290,  -7.3422,  -6.4514,  -7.6105,  -9.9132,  -8.4759, -12.8129,  -5.3195,  -4.9202,  -8.2726,  -9.0779, -13.5493,  -5.3258,  -6.9403, -11.2608, -12.7018,   0.0000
193108, -13.2200,  -0.2852,  -5.0247,  -5.2131,  -5.1187,   4.7199,  -0.5336,   3.2641,  -1.6099,  -4.4842,   0.5280,  -0.7035,  -1.3926,  -3.2907,  -4.6482,  -1.1172,  -1.9039,   1.8384,   3.7954,   6.6549,   0.0614,   1.8340,  -1.2729,  -3.2538,   8.4337
193109, -49.4730, -30.5381, -28.4077, -34.9782, -32.0536, -26.5943, -25.1307, -35.2638, -30.4489, -37.3877, -26.9722, -30.4951, -31.3505, -33.2898, -33.9136, -29.5837, -25.0885, -29.7345, -34.0692, -41.4557, -29.2800, -25.1550, -31.2537, -33.3005, -45.5556
193110,  12.6793,  -3.0079,   0.5496,   8.9435,   6.4516,   7.0723,   1.3821,   8.8441,   7.5305,  12.7797,  -0.9354,  13.4218,  11.0331,   8.8274,   6.6358,   9.2478,   6.2414,  11.6314,  12.2502,  13.1310,   9.3606,   7.0218,   0.2466,   3.8812,  20.4082
193111, -23.9803, -22.2863, -10.2839,  -8.3374, -11.5092, -12.8176,  -7.5193,  -7.8370,  -5.4125, -11.0263,  -6.3673,  -9.4867,  -5.1530, -11.0222, -10.6534,  -7.5978,  -3.7603, -11.2361, -13.6099, -11.4839,  -5.8113, -11.1300, -20.0368, -21.5714,  -6.7797
193112, -25.3044,  -2.9122, -19.4012, -27.1776, -25.0586,  -9.0769, -12.4153, -14.3556, -18.5380, -24.1234, -15.1630, -18.1031, -17.5681, -14.9950, -15.6856, -10.8939, -13.9211, -11.1588, -21.5493, -25.7755, -10.5654, -16.4386, -21.6543, -22.9408, -30.9091
